id,address,state,city,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
1925,"7600 GRAHAM AV",CA,"LOS ANGELES",90001,33.9685,-118.242861,1,rooftop,7600,"Graham Ave","Los Angeles",CA,"Los Angeles County",90001,US,"Los Angeles County",2018,06,06037,0644000,534900,4001,4,060375349004001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1926,"1001 E. VERNON AVE.",CA,"LOS ANGELES CA",90011,34.00408,-118.25812,1,rooftop,1001,"E Vernon Ave","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,228600,1006,1,060372286001006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1927,"120 E. 25TH STREET",CA,"LOS ANGELES",90007,34.025958,-118.268653,1,range_interpolation,120,"E 25th St","Los Angeles",CA,"Los Angeles County",90007,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,224020,2015,2,060372240202015,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1928,"7818 S PACIFIC AV",CA,"HUNTINGTON PARK",90255,33.968034,-118.225062,1,range_interpolation,7818,"Pacific Blvd","Huntington Park",CA,"Los Angeles County",90255,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0636056,534803,2002,2,060375348032002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1929,"2650 ZOE AV",CA,"HUNTINGTON PARK",90255,33.978687,-118.223489,1,rooftop,2650,"Zoe Ave","Huntington Park",CA,"Los Angeles County",90255,US,"Los Angeles County",2018,06,06037,0636056,533104,2002,2,060375331042002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1930,"1594 E. 54TH ST.",CA,"LOS ANGELES",90011,33.99373,-118.24502,1,rooftop,1594,"E 54th St","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,228900,1005,1,060372289001005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1931,"1010 E 48TH STREET",CA,"LOS ANGELES",90011,34.00017,-118.25784,1,rooftop,1010,"E 48th St","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,229200,1001,1,060372292001001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1932,"4261 S. CENTRAL AVE.",CA,"LOS ANGELES",90011,34.00626,-118.25669,1,rooftop,4261,"S Central Ave","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,228600,1000,1,060372286001000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1933,"3218 WABASH STREET",CA,"LOS ANGELES",90063,34.047832,-118.192254,1,rooftop,3218,"Wabash Ave","Los Angeles",CA,"Los Angeles County",90063,US,"Los Angeles County",2018,06,06037,0644000,530801,1005,1,060375308011005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1934,"121 SPRECKELS",CA,SPRECKELS,93962,36.623804,-121.650539,0.9,range_interpolation,121,"Spreckels Ave",Spreckels,CA,"Monterey County",93962,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06053,0673612,010606,1209,1,060530106061209,"Salinas, CA",41500,metropolitan,,,,
1935,"9999 FERON BLVD SUITE B",CA,"RANCHO CUCAMONGA",91730,34.093673,-117.586348,1,range_interpolation,9999,"Feron Blvd","Rancho Cucamonga",CA,"San Bernardino County",91730,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0659451,002107,1004,1,060710021071004,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
1936,"1802/1807 PENNSYLVANIA AVE",CA,"LOS ANGELES",90033,34.047858,-118.218116,1,range_interpolation,1802,"Pennsylvania Ave","Los Angeles",CA,"Los Angeles County",90033,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,203500,3011,3,060372035003011,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1937,"9950 FREMONT AVENUE",CA,MONTCLAIR,91763,34.073123,-117.694063,1,range_interpolation,9950,"Fremont Ave",Montclair,CA,"San Bernardino County",91763,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0648788,000208,1012,1,060710002081012,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
1938,"1205 NORTH BAKER AVENUE",CA,ONTARIO,91764,34.080104,-117.61998,1,range_interpolation,1205,"N Baker Ave",Ontario,CA,"San Bernardino County",91764,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06071,0653896,001305,1005,1,060710013051005,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
1939,"1210 JOHN STREET",CA,SALINAS,93905,36.67048,-121.620682,1,rooftop,1210,"John St",Salinas,CA,"Monterey County",93905,US,"Monterey County",2018,06,06053,0664224,000900,3000,3,060530009003000,"Salinas, CA",41500,metropolitan,,,,
1940,"6145 WOODWARD AV",CA,MAYWOOD,90270,33.981973,-118.185612,1,rooftop,6145,"Woodward Ave",Maywood,CA,"Los Angeles County",90270,US,"Los Angeles County",2018,06,06037,0646492,533702,1004,1,060375337021004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1941,"115 BARDIN ROAD",CA,SALINAS,93905,36.678999,-121.604709,1,rooftop,115,"Bardin Rd",Salinas,CA,"Monterey County",93905,US,"Monterey County",2018,06,06053,0664224,010606,2017,2,060530106062017,"Salinas, CA",41500,metropolitan,,,,
1942,"9125 BURKE ST",CA,"PICO RIVERA",90660,33.969279,-118.101927,1,rooftop,9125,"Burke St","Pico Rivera",CA,"Los Angeles County",90660,US,"Los Angeles County",2018,06,06037,0656924,502602,1012,1,060375026021012,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1943,"6812 SANTA FE AVE",CA,"HUNTINGTON PARK",90255,33.977543,-118.22988,1,rooftop,6812,"Santa Fe Ave","Huntington Park",CA,"Los Angeles County",90255,US,"Los Angeles County",2018,06,06037,0636056,533103,1003,1,060375331031003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1944,"2211 E GARVEY AVE N.",CA,"WEST COVINA",91791,34.073081,-117.897617,1,rooftop,2211,"E Garvey Ave N","West Covina",CA,"Los Angeles County",91791,US,"Los Angeles County",2018,06,06037,0684200,406200,1005,1,060374062001005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1945,"136 COOK AVE",CA,PASADENA,91107,34.148529,-118.099219,1,rooftop,136,"Cook Ave",Pasadena,CA,"Los Angeles County",91107,US,"Los Angeles County",2018,06,06037,0656000,462800,2015,2,060374628002015,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1946,"2061 W. SLAUSON AVENUE",CA,"LOS ANGELES",90047,33.9893,-118.31537,1,rooftop,2061,"W Slauson Ave","Los Angeles",CA,"Los Angeles County",90047,US,"City of Los Angeles",2018,06,06037,0644000,232500,4004,4,060372325004004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1947,"930 E. LEMON AVE.",CA,MONROVIA,91016,34.146726,-117.985229,1,range_interpolation,930,"E Lemon Ave",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,431002,2017,2,060374310022017,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1948,"226 S. IVY AVE.",CA,MONROVIA,91016,34.149975,-117.998665,1,range_interpolation,226,"S Ivy Ave",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,431001,3000,3,060374310013000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1949,"210 N. MAYFLOWER AVE.",CA,MONROVIA,91016,34.154218,-118.009714,1,range_interpolation,210,"N Mayflower Ave",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,430302,5002,5,060374303025002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1950,"402 W. COLORADO BLVD.",CA,MONROVIA,91016,34.145672,-118.007525,1,range_interpolation,402,"W Colorado Blvd",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,430901,1001,1,060374309011001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1951,"845 W. COLORADO BLVD.",CA,MONROVIA,91016,34.148086,-118.017141,1,rooftop,845,"W Colorado Blvd",Monrovia,CA,"Los Angeles County",91016,US,"Los Angeles County",2018,06,06037,0648648,431001,4002,4,060374310014002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1952,"1300 BOLEY ST",CA,MONROVIA,91016,34.116656,-118.006332,1,range_interpolation,1300,"Boley St",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,431400,1001,1,060374314001001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1953,"148 WEST DUARTE ROAD",CA,MONROVIA,91016,34.13205,-118.002247,1,range_interpolation,148,"W Duarte Rd",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,431100,4025,4,060374311004025,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1954,"232 JASMINE AVE.",CA,MONROVIA,91016,34.150087,-117.993426,1,range_interpolation,232,"Jasmine Ave",Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648648,431001,2005,2,060374310012005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1955,"1827 S. BRAND BLVD.",CA,GLENDALE,91204,34.123063,-118.255561,1,rooftop,1827,"S Brand Blvd",Glendale,CA,"Los Angeles County",91204,US,"Los Angeles County",2018,06,06037,0630000,302505,3003,3,060373025053003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1956,"5620 QUINN ST.",CA,"BELL GARDENS",90201,33.959461,-118.168445,1,range_interpolation,5620,"Quinn St",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,534201,1001,1,060375342011001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1957,"2410 FINDLAY AVENUE",CA,"MONTEREY PARK",91754,34.034681,-118.137598,1,rooftop,2410,"Findlay Ave","Monterey Park",CA,"Los Angeles County",91754,US,"Los Angeles County",2018,06,06037,0648914,482701,2008,2,060374827012008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1958,"6139 LOVELAND AVENUE",CA,"BELL GARDENS",90201,33.973462,-118.154873,1,range_interpolation,6139,"Loveland St",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,533901,2008,2,060375339012008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1959,"200 W. MADISON AVE.",CA,MONTEBELLO,90640,34.012178,-118.100715,1,range_interpolation,200,"W Madison Ave",Montebello,CA,"Los Angeles County",90640,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648816,530101,3007,3,060375301013007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1960,"7425 S. GARFIELD AVE.",CA,"BELL GARDENS",90201,33.964327,-118.152205,1,range_interpolation,7425,"Garfield Ave",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,533902,1022,1,060375339021022,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1961,"900 S. GREENWOOD AVE.",CA,MONTEBELLO,90640,33.996568,-118.118232,1,range_interpolation,900,"S Greenwood Ave",Montebello,CA,"Los Angeles County",90640,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648816,532102,2008,2,060375321022008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1962,"630 S. LEONARD AVE.",CA,"LOS ANGELES",90022,34.021017,-118.141928,1,rooftop,630,"S Leonard Ave","Los Angeles",CA,"Los Angeles County",90022,US,"Los Angeles County",2018,06,06037,0644000,531800,2002,2,060375318002002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1963,"4700 PINE ST.",CA,"PICO RIVERA",90660,34.008897,-118.089675,1,rooftop,4700,"Pine St","Pico Rivera",CA,"Los Angeles County",90660,US,"Los Angeles County",2018,06,06037,0656924,500600,5001,5,060375006005001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1964,"6300 NORTHSIDE DRIVE",CA,"LOS ANGELES",90022,34.013948,-118.136081,1,range_interpolation,6300,"Northside Dr","Los Angeles",CA,"Los Angeles County",90022,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,531902,2007,2,060375319022007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1965,"6740 E. SUVA STREET",CA,"BELL GARDENS",90201,33.967718,-118.141905,1,range_interpolation,6740,"Suva St",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,534002,2005,2,060375340022005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1966,"1400 W. MADISON AVENUE",CA,MONTEBELLO,90640,34.014983,-118.113919,1,range_interpolation,1400,"W Madison Ave",Montebello,CA,"Los Angeles County",90640,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0648816,530102,3013,3,060375301023013,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1967,"1277 S. CLELA AVE.",CA,"LOS ANGELES",90022,34.0151,-118.162444,1,rooftop,1277,"Clela Ave","Los Angeles",CA,"Los Angeles County",90022,US,"Los Angeles County",2018,06,06037,0644000,531702,3000,3,060375317023000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1968,"846 N ORANGE AVE",CA,"LA PUENTE",91744,34.047729,-117.96829,0.8,rooftop,846,"Orange Ave","La Puente",CA,"Los Angeles County",91744,US,"Los Angeles County",2018,06,06037,0640340,407101,4000,4,060374071014000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1969,"1030 E MERCED AVE",CA,"WEST COVINA",91790,34.053442,-117.923895,1,rooftop,1030,"E Merced Ave","West Covina",CA,"Los Angeles County",91790,US,"Los Angeles County",2018,06,06037,0684200,406601,2010,2,060374066012010,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1970,"405 N. AZUSA AVE",CA,AZUSA,91702,34.115774,-117.908312,1,rooftop,405,"W State Route 39",Azusa,CA,"Los Angeles County",91702,US,"Los Angeles County",2018,06,06037,0603386,404402,4010,4,060374044024010,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1971,"3970 MAINE AVE",CA,"BALDWIN PARK",91706,34.085,-117.96107,1,range_interpolation,3970,"Maine Ave","Baldwin Park",CA,"Los Angeles County",91706,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0603666,405202,2000,2,060374052022000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1972,"4434 SANTA ANITA AVE",CA,"EL MONTE",91731,34.087007,-118.027798,1,rooftop,4434,"Santa Anita Ave","El Monte",CA,"Los Angeles County",91731,US,"Los Angeles County",2018,06,06037,0622230,432402,3000,3,060374324023000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1973,"1007 N. LONG BEACH BLVD.",CA,COMPTON,90221,33.902836,-118.208737,1,rooftop,1007,"N Long Beach Blvd",Compton,CA,"Los Angeles County",90221,US,"Los Angeles County",2018,06,06037,0615044,541605,1001,1,060375416051001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1974,"15694 TETLEY ST",CA,"HACIENDA HEIGHTS",91745,33.993835,-117.972244,1,range_interpolation,15694,"Tetley St","Hacienda Heights",CA,"Los Angeles County",91745,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0631596,408504,2006,2,060374085042006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1975,"217 MCKINLEY AVE",CA,POMONA,91767,34.07438,-117.748974,0.9,rooftop,217,"E McKinley Ave",Pomona,CA,"Los Angeles County",91767,US,"Los Angeles County",2018,06,06037,0658072,402600,5001,5,060374026005001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1976,"1700 WEST 120TH ST",CA,"LOS ANGELES",90047,33.923822,-118.306901,1,rooftop,1700,"W 120th St","Los Angeles",CA,"Los Angeles County",90047,US,"Los Angeles County",2018,06,06037,0644000,602802,3003,3,060376028023003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1977,"11619 S. VANNESS AVE",CA,HAWTHORNE,90250,33.914775,-118.348083,0.33,place,,,Hawthorne,CA,"Los Angeles County",90250,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0632548,602403,1006,1,060376024031006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1978,"3739 OVERLAND AVE",CA,"LOS ANGELES",90034,34.020165,-118.408325,1,rooftop,3739,"Overland Ave","Los Angeles",CA,"Los Angeles County",90034,US,"Los Angeles County",2018,06,06037,0644000,271802,2001,2,060372718022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1979,"980 N FAIR OAKS AVENUE",CA,PASADENA,91103,34.162705,-118.150177,1,rooftop,980,"N Fair Oaks Ave",Pasadena,CA,"Los Angeles County",91103,US,"Los Angeles County",2018,06,06037,0656000,462002,1003,1,060374620021003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1980,"10 CHESTER PL",CA,"LOS ANGELES",90007,34.030789,-118.277323,1,rooftop,10,"Chester Pl","Los Angeles",CA,"Los Angeles County",90007,US,"Los Angeles County",2018,06,06037,0644000,224420,2005,2,060372244202005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1981,"1100 N. GRAND AVE.",CA,WALNUT,91789,34.042825,-117.847498,1,range_interpolation,1100,"N Grand Ave",Walnut,CA,"Los Angeles County",91789,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0683332,403403,3000,3,060374034033000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
